bug_id,product,invovled_tools,invovled_tools_num,commits,modified_tools,modified_tools_num,invovled_tools_modification,is_product_modified,non-involved_modified_tools_num
19190,clang,clang|libc++|libraries,3,216562,clang,1,part,True,0
19287,clang,clang|libraries,2,205217|205378,clang,1,part,True,0
19303,clang,clang|libraries,2,207672,clang,1,part,True,0
19351,clang,clang|libraries,2,228726|228852|228853|228854|228855,clang|libraries,2,all,True,0
19415,clang,clang|libc++,2,206205,clang,1,part,True,0
19433,clang,clang|libc++,2,220158,clang,1,part,True,0
19499,libraries,clang|libraries|lldb,3,207385|207403|207406|207409,libraries,1,part,True,0
19503,clang,clang|compiler-rt,2,206774|206803|206834,libraries,1,none,False,1
19540,polly,libraries|polly,2,222874,polly,1,part,True,0
19541,clang,clang|libc++,2,208436,clang,1,part,True,0
19608,libraries,clang|libraries,2,207569|207887,libraries,1,part,True,0
19689,clang,clang|compiler-rt,2,208477|208481,clang,1,part,True,0
19690,clang,clang|compiler-rt,2,208454,clang,1,part,True,0
19741,clang,clang|libc++,2,314865,clang,1,part,True,0
19828,clang,clang|libraries,2,215149,clang,1,part,True,0
19898,clang,clang|compiler-rt,2,241339|269675|319917|345677,clang|compiler-rt|libraries,3,all,True,1
19989,clang,clang|libc++,2,180941|182858|207451|210632|212841,clang|compiler-rt,2,part,True,1
19996,clang,clang|libraries,2,210615,clang,1,part,True,0
20071,libraries,clang|libraries,2,211627,libraries,1,part,True,0
20110,clang,clang|libc++,2,212160,clang,1,part,True,0
20112,compiler-rt,compiler-rt|lldb,2,231972,compiler-rt,1,part,True,0
20176,clang,clang|libraries,2,218295,libraries,1,part,False,0
20212,clang,clang|libraries,2,211500|213665,libraries,1,part,False,0
20233,lldb,clang|lldb,2,212491,lldb,1,part,True,0
2049,clang,clang|libraries,2,49226,clang,1,part,True,0
20494,libraries,clang|libraries,2,221626|221629|221672,libraries,1,part,True,0
20579,clang,clang|lldb,2,215137,clang,1,part,True,0
20605,libraries,clang|libraries,2,293036,libraries,1,part,True,0
20619,clang,clang|libc++|libraries,3,218843,libraries,1,part,False,0
20628,clang,clang|libc++,2,215416,clang,1,part,True,0
20693,clang,clang|libraries,2,216075,clang,1,part,True,0
20826,clang,clang|libc++,2,237630,clang,1,part,True,0
20887,clang,clang|libc++,2,217472,clang,1,part,True,0
20912,clang,clang|libraries,2,234493,clang,1,part,True,0
21002,clang,clang|libc++,2,218372,libc++,1,part,False,0
21050,clang,clang|libraries,2,218431,libraries,1,part,False,0
21210,clang,clang|libraries,2,219282|222590,libraries,1,part,False,0
21312,clang,clang|libc++,2,220060|220221,clang,1,part,True,0
21510,libraries,clang|libraries,2,237682,libraries,1,part,True,0
21512,libraries,clang|libraries,2,221511|221513,clang|libraries,2,all,True,0
21549,libraries,libraries|lldb,2,223074|223075,libraries,1,part,True,0
21573,libraries,clang|libraries,2,222074|268261,clang,1,part,False,0
21579,compiler-rt,compiler-rt|libc++,2,222673,compiler-rt,1,part,True,0
21621,compiler-rt,compiler-rt|libc++,2,223419,compiler-rt,1,part,True,0
21776,libraries,libraries|lldb,2,224098,libraries,1,part,True,0
21798,clang,clang|lldb,2,223849|223858,libraries,1,none,False,1
21802,lldb,libc++|lldb,2,223916,lldb,1,part,True,0
21889,clang,clang|libc++,2,223802|224146,libraries,1,none,False,1
22027,clang,clang|compiler-rt,2,224941,clang,1,part,True,0
22030,clang,clang|libraries,2,224916|224918,clang,1,part,True,0
22035,clang,clang|libc++,2,226208,clang,1,part,True,0
22040,clang,clang|libc++,2,225071,clang,1,part,True,0
22071,clang,clang|libraries,2,224323|225060,clang,1,part,True,0
22083,libraries,clang|libraries,2,211583|213898|225250|225293,compiler-rt|libraries,2,part,True,1
22087,libraries,clang|libraries,2,225127,libraries,1,part,True,0
22248,libraries,clang|libraries,2,267340|267545|268624,libraries,1,part,True,0
22280,libraries,compiler-rt|libraries,2,226866,libraries,1,part,True,0
22296,clang,clang|libc++,2,227056,libraries,1,none,False,1
22337,libraries,clang|libraries,2,227171,libraries,1,part,True,0
22349,libraries,clang|libraries,2,232651,libraries,1,part,True,0
22375,libraries,clang|libraries,2,228129,libraries,1,part,True,0
22408,libraries,clang|libraries,2,231227,libraries,1,part,True,0
22488,libraries,clang|libraries,2,228411,libraries,1,part,True,0
22503,libraries,clang|libraries,2,228490,libraries,1,part,True,0
22543,lldb,libraries|lldb,2,240104,lldb,1,part,True,0
22559,libraries,libc++|libraries,2,225597|225599|228979,libraries,1,part,True,0
22560,clang,clang|libraries,2,240462|240463|240522|240523,clang|libraries,2,all,True,0
22575,clang,clang|libraries,2,229215|229217,libraries,1,part,False,0
22625,clang,clang|libc++,2,229719,clang,1,part,True,0
